	Features	0-precision	1-precision	0-recall	1-recall	0-fscore	1-fscore	Accuracy	Std-Error
9	Insulin,DiabetesPedigreeFunction	0.7446808510638298	0.4745762711864407	0.693069306930693	0.5384615384615384	0.717948717948718	0.5045045045045046	0.5984469035138809	0.043783240266077765
21	SkinThickness,BMI,DiabetesPedigreeFunction	0.7848101265822784	0.47297297297297297	0.6138613861386139	0.6730769230769231	0.6888888888888889	0.5555555555555555	0.6102892642205398	0.03896043027246751
25	SkinThickness,Insulin,DiabetesPedigreeFunction	0.7777777777777778	0.4722222222222222	0.6237623762376238	0.6538461538461539	0.6923076923076923	0.5483870967741936	0.586643370219375	0.020904748655851593
27	SkinThickness,Insulin,BMI	0.8307692307692308	0.4659090909090909	0.5346534653465347	0.7884615384615384	0.6506024096385542	0.5857142857142857	0.6259755387303436	0.03348554227258704
45	BloodPressure,Insulin,BMI,DiabetesPedigreeFunction	0.7619047619047619	0.463768115942029	0.6336633663366337	0.6153846153846154	0.6918918918918918	0.5289256198347106	0.6121723937099592	0.020888065161585104
1	DiabetesPedigreeFunction	0.7017543859649122	0.46153846153846156	0.7920792079207921	0.34615384615384615	0.7441860465116279	0.39560439560439564	0.6024461269656378	0.04718076205990134
59	BloodPressure,SkinThickness,Insulin,BMI	0.8	0.4578313253012048	0.5544554455445545	0.7307692307692307	0.6549707602339182	0.5629629629629629	0.6377790720248495	0.025283518200931315
13	Insulin,BMI,DiabetesPedigreeFunction	0.7590361445783133	0.45714285714285713	0.6237623762376238	0.6153846153846154	0.6847826086956522	0.5245901639344263	0.6259949524364201	0.026853583934144266
43	BloodPressure,Insulin,BMI	0.8679245283018868	0.45	0.45544554455445546	0.8653846153846154	0.5974025974025974	0.5921052631578948	0.5984469035138809	0.005751636025570732
11	Insulin,BMI	0.8275862068965517	0.4421052631578947	0.4752475247524752	0.8076923076923077	0.6037735849056604	0.5714285714285714	0.5964472917880024	0.02244123656999736
33	BloodPressure,DiabetesPedigreeFunction	0.7047619047619048	0.4375	0.7326732673267327	0.40384615384615385	0.7184466019417477	0.42000000000000004	0.6318773053775966	0.046051283243014905
57	BloodPressure,SkinThickness,Insulin,DiabetesPedigreeFunction	0.7878787878787878	0.4367816091954023	0.5148514851485149	0.7307692307692307	0.6227544910179641	0.5467625899280576	0.5689186565715395	0.015070213681703172
19	SkinThickness,BMI	0.8103448275862069	0.43157894736842106	0.46534653465346537	0.7884615384615384	0.5911949685534591	0.5578231292517007	0.580702776159969	0.03199568416383714
55	BloodPressure,SkinThickness,Insulin	0.8103448275862069	0.43157894736842106	0.46534653465346537	0.7884615384615384	0.5911949685534591	0.5578231292517007	0.5590759075907592	0.023196949890277627
17	SkinThickness,DiabetesPedigreeFunction	0.7294117647058823	0.4264705882352941	0.6138613861386139	0.5576923076923077	0.6666666666666666	0.4833333333333333	0.5611725878470201	0.04369168311641333
51	BloodPressure,SkinThickness,BMI	0.7868852459016393	0.42391304347826086	0.4752475247524752	0.75	0.5925925925925926	0.5416666666666667	0.5945059211803534	0.038712390298157685
49	BloodPressure,SkinThickness,DiabetesPedigreeFunction	0.7647058823529411	0.4235294117647059	0.5148514851485149	0.6923076923076923	0.6153846153846153	0.5255474452554745	0.563152785866822	0.038417394413800265
3	BMI	0.8478260869565217	0.4205607476635514	0.38613861386138615	0.8653846153846154	0.5306122448979592	0.5660377358490566	0.5511745292176277	0.022076414324619095
37	BloodPressure,BMI,DiabetesPedigreeFunction	0.7142857142857143	0.41935483870967744	0.6435643564356436	0.5	0.6770833333333333	0.45614035087719296	0.6082896524946613	0.02716237658481694
35	BloodPressure,BMI	0.8571428571428571	0.4144144144144144	0.3564356435643564	0.8846153846153846	0.5034965034965034	0.5644171779141104	0.5550960978450786	0.03156585030090417
23	SkinThickness,Insulin	0.85	0.40707964601769914	0.33663366336633666	0.8846153846153846	0.4822695035460994	0.5575757575757576	0.5295670743544943	0.02938202683958601
5	BMI,DiabetesPedigreeFunction	0.7108433734939759	0.4	0.5841584158415841	0.5384615384615384	0.6413043478260868	0.45901639344262296	0.586565715395069	0.018642758654960984
39	BloodPressure,Insulin	0.78	0.39805825242718446	0.38613861386138615	0.7884615384615384	0.5165562913907285	0.5290322580645161	0.5236264802950884	0.029978345456414902
47	BloodPressure,SkinThickness	0.7906976744186046	0.39090909090909093	0.33663366336633666	0.8269230769230769	0.4722222222222223	0.5308641975308642	0.5315084449621433	0.018960503156086925
31	BloodPressure	0.76	0.3883495145631068	0.37623762376237624	0.7692307692307693	0.5033112582781457	0.5161290322580646	0.5412929528246943	0.02457138717613259
7	Insulin	0.8695652173913043	0.3769230769230769	0.19801980198019803	0.9423076923076923	0.3225806451612903	0.5384615384615384	0.4528052805280528	0.035695011614620645
15	SkinThickness	0.8	0.3671875	0.19801980198019803	0.9038461538461539	0.3174603174603175	0.5222222222222223	0.45862939235099975	0.017245600620614553
